Episode,Reward,Final Stack,Loss
2812,-20,460,188536.515625
2813,-640,10,156084.25
2814,-30,990,161038.328125
2815,-30,980,137446.234375
2816,-20,970,122538.578125
2817,-540,20,138244.53125
2818,510,520,142304.984375
2819,-530,10,127102.6328125
2820,-510,990,162739.15625
2821,-20,980,112959.3984375
2822,-20,970,150331.28125
2823,500,520,158485.6875
2824,-510,10,143150.203125
2825,510,520,183073.453125
2826,-510,10,135371.90625
2827,-20,990,152652.15625
2828,-520,980,121759.015625
2829,20,990,168171.28125
2830,500,520,128033.515625
2831,-500,10,178615.1875
2832,-510,990,167219.671875
2833,-810,20,121127.9609375
2834,-20,990,156756.265625
2835,-980,20,176953.28125
2836,20,1010,158870.421875
2837,-20,1000,145506.953125
2838,510,520,117508.6484375
2839,-510,10,153144.59375
2840,-20,990,147902.546875
2841,-180,700,144709.890625
2842,360,370,179120.421875
2843,190,210,124513.53125
2844,-20,200,119138.6875
2845,110,120,133240.234375
2846,-200,110,121671.2265625
2847,-20,100,139035.0
2848,-20,990,110746.0234375
2849,500,520,127968.125
2850,-510,510,119723.3125
2851,10,510,137978.359375
2852,-510,500,170009.5
2853,-510,10,130149.8125
2854,-160,990,130780.328125
2855,-370,980,166249.8125
2856,-510,10,106723.640625
2857,-160,990,131149.03125
2858,500,520,127659.21875
2859,270,280,163170.265625
2860,150,160,133435.8125
2861,-320,10,129229.328125
2862,-20,990,125114.015625
2863,160,880,135835.5
2864,450,460,123570.234375
2865,-370,450,163190.015625
2866,230,250,127875.015625
2867,20,260,126595.1640625
2868,-500,10,145311.25
2869,990,1000,125480.7578125
2870,-510,10,159085.5
2871,760,770,120259.265625
2872,-510,0,112381.6328125
2873,270,760,118423.21875
2874,20,770,119188.875
2875,-510,760,115754.40625
2876,390,400,104885.6328125
2877,210,220,192247.109375
2878,20,230,153540.484375
2879,-200,20,95731.1484375
2880,510,520,158005.859375
2881,270,280,153218.28125
2882,-20,270,168807.3125
2883,20,280,130210.921875
2884,-20,270,139153.6875
2885,-250,20,120848.453125
2886,-20,990,139603.640625
2887,620,640,143484.9375
2888,330,340,194509.140625
2889,180,190,124227.40625
2890,-500,180,171061.5
2891,-510,10,123378.4609375
2892,-20,990,112088.8125
2893,-20,980,137345.03125
2894,500,510,112297.8671875
2895,-20,500,118749.625
2896,-520,10,141943.703125
2897,-1000,10,106094.96875
2898,1000,1010,108663.6875
2899,510,530,169991.96875
2900,510,510,104947.546875
2901,-510,0,123782.4921875
2902,-70,910,158045.515625
2903,-210,900,95802.4140625
2904,-20,890,144641.375
2905,520,520,120121.078125
2906,-510,510,115461.9609375
2907,510,510,118196.6015625
2908,260,280,127266.4609375
2909,-20,270,115974.375
2910,510,510,147423.984375
2911,510,510,129774.2265625
2912,260,280,154697.375
2913,30,280,131856.734375
2914,-20,270,145547.953125
2915,-500,260,159152.125
2916,-510,10,103905.0546875
2917,490,500,123857.7109375
2918,260,270,114791.890625
2919,-40,260,140488.09375
2920,-610,10,128710.0703125
2921,-510,10,120483.5390625
2922,270,760,154792.15625
2923,-510,10,140652.6875
2924,-20,990,165506.40625
2925,520,520,135625.703125
2926,20,530,140082.546875
2927,270,290,137629.734375
2928,150,170,143674.640625
2929,-20,160,144364.609375
2930,10,160,147668.328125
2931,-20,150,125780.7890625
2932,-20,140,139107.859375
2933,-510,130,117468.640625
2934,20,140,128423.828125
2935,-510,10,134539.53125
2936,-20,990,140285.21875
2937,-560,20,132444.46875
2938,1000,1010,155494.703125
2939,510,530,111637.15625
2940,-730,20,138962.796875
2941,-580,10,143173.0625
2942,10,1000,122433.9765625
2943,-20,990,142881.5
2944,310,710,103197.265625
2945,360,380,100950.8984375
2946,-20,370,151146.265625
2947,510,510,119365.390625
2948,-510,0,110073.546875
2949,510,520,162631.578125
2950,-260,510,101697.296875
2951,260,280,133634.390625
2952,-20,270,173979.71875
2953,-510,260,108272.7265625
2954,-510,10,171983.796875
2955,-20,990,127280.375
2956,-710,20,180521.109375
2957,-20,990,116467.359375
2958,-520,0,132771.96875
2959,510,520,166059.1875
2960,520,530,141669.484375
2961,510,510,165538.734375
2962,-750,20,127696.9765625
2963,-20,990,140617.171875
2964,-520,980,157407.921875
2965,500,510,118011.1171875
2966,-510,500,127859.1875
2967,-510,10,106054.78125
2968,-510,990,131448.796875
2969,-450,980,164471.59375
2970,500,510,135053.796875
2971,10,510,128815.4140625
2972,-310,20,145222.796875
2973,-20,990,142002.0625
2974,500,520,123344.8359375
2975,170,380,169636.34375
2976,-20,370,119122.03125
2977,20,380,156124.171875
2978,200,210,144970.984375
2979,-20,200,155547.78125
2980,110,120,149182.828125
2981,-560,10,107419.9140625
2982,510,540,188020.03125
2983,-510,10,157887.671875
2984,-20,990,117945.2734375
2985,-40,980,119762.953125
2986,490,520,158550.15625
2987,-510,10,122403.140625
2988,-20,990,134934.40625
2989,470,550,114184.515625
2990,-20,540,133465.234375
2991,-520,530,113981.5625
2992,-510,520,141549.984375
2993,-80,510,121277.046875
2994,330,330,181681.515625
2995,170,190,141944.265625
2996,-20,180,117720.1953125
2997,-120,10,122636.0078125
2998,510,520,117609.7734375
2999,-50,450,136186.65625
3000,-20,440,118285.3984375
3001,-470,10,124819.84375
3002,510,540,162963.125
3003,-770,10,117747.0078125
3004,-20,990,123163.015625
3005,-20,980,147435.484375
3006,-550,10,137291.109375
3007,510,520,117498.9375
3008,-40,470,127677.625
3009,170,330,117335.984375
3010,-20,320,167757.390625
3011,170,180,202938.90625
3012,-510,10,129352.703125
3013,-20,990,117463.046875
3014,500,520,130346.9140625
3015,270,280,143411.40625
3016,-450,10,179597.65625
3017,-60,910,109549.484375
3018,460,480,165315.40625
3019,-20,470,141156.59375
3020,240,260,161379.015625
3021,-20,250,167930.96875
3022,500,500,122787.1875
3023,-510,10,158945.625
3024,510,520,128678.015625
3025,10,520,139659.046875
3026,-280,10,169683.8125
3027,510,520,120689.1875
3028,270,280,134554.375
3029,-20,270,125426.8125
3030,140,160,131393.0625
3031,-90,10,148107.96875
3032,510,520,102343.9765625
3033,200,350,116025.03125
3034,-670,20,129440.6328125
3035,-20,990,127894.8828125
3036,10,990,138187.796875
3037,-1000,20,121854.140625
3038,-20,990,127567.515625
3039,500,520,136506.1875
3040,-500,10,162949.25
3041,-20,990,116200.75
3042,-520,0,167321.765625
3043,-270,490,155758.40625
3044,-150,480,91809.28125
3045,-510,10,103127.984375
3046,510,520,112396.390625
3047,-510,10,123490.9921875
3048,510,520,124040.7265625
3049,-510,10,155170.125
3050,-40,990,138323.234375
3051,-500,20,155408.078125
3052,260,770,147233.015625
3053,-510,760,137494.109375
3054,-20,750,148653.984375
3055,380,400,149514.953125
3056,75,205,144173.421875
3057,-510,15,111147.390625
3058,510,520,155494.15625
3059,270,280,111237.359375
3060,-500,10,110900.9765625
3061,-340,990,96039.8125
3062,640,660,135378.3125
3063,-510,650,144766.90625
3064,510,510,108043.984375
3065,-510,0,145990.640625
3066,-270,990,160356.640625
3067,510,510,104441.6875
3068,260,280,100501.2734375
3069,-500,10,108900.9765625
3070,510,520,132080.65625
3071,-150,250,131654.171875
3072,450,450,119989.1875
3073,230,250,138029.953125
3074,130,150,123740.640625
3075,-20,140,135070.40625
3076,-20,130,136949.453125
3077,70,90,99266.546875
3078,510,520,114167.875
3079,-390,10,142321.921875
3080,510,520,139016.328125
3081,50,500,139740.1875
3082,-270,10,177158.421875
3083,580,590,130860.6015625
3084,-510,0,123824.1015625
3085,-20,990,143907.453125
3086,500,520,122942.421875
3087,-20,510,144212.546875
3088,-510,20,144690.046875
3089,-20,990,149473.75
3090,-20,980,151247.734375
3091,500,510,130454.609375
3092,260,280,154508.078125
3093,-20,270,107899.1640625
3094,-520,260,112397.203125
3095,-20,250,114836.1875
3096,-20,240,163951.375
3097,130,140,144771.609375
3098,-520,10,119634.5859375
3099,-20,990,137597.875
3100,500,520,175117.359375
3101,-760,10,147866.5625
3102,-20,990,148614.46875
3103,500,520,133321.25
3104,-510,10,139481.578125
3105,510,520,131509.53125
3106,-20,510,130068.7421875
3107,-20,500,170589.53125
3108,-510,490,126487.5546875
3109,-20,480,122494.75
3110,-520,10,182709.46875
3111,-510,990,121649.921875
3112,30,990,123722.3515625
3113,500,520,118862.5390625
3114,-380,10,124739.015625
3115,-160,990,158019.078125
3116,-20,980,104255.2421875
3117,500,510,122298.7734375
3118,260,280,136946.140625
3119,150,160,160472.796875
3120,-20,150,142616.09375
3121,460,460,141465.21875
3122,-20,450,108100.421875
3123,10,450,102421.7421875
3124,-20,440,142527.140625
3125,230,240,111472.0
3126,-20,230,166039.609375
3127,-20,220,132693.890625
3128,-20,210,113787.5859375
3129,500,500,108676.3671875
3130,-750,10,161306.703125
3131,510,520,151944.921875
3132,-380,10,127969.2890625
3133,-140,750,112698.9296875
3134,-20,740,143244.953125
3135,90,680,112214.6796875
3136,-510,670,141773.734375
3137,340,360,160433.421875
3138,-510,350,146547.6875
3139,20,360,140229.328125
3140,-510,350,119366.6328125
3141,180,200,198996.125
3142,-220,10,152686.65625
3143,-290,990,148546.9375
3144,-20,980,114693.125
3145,500,510,133524.671875
3146,255,255,96975.0546875
3147,-210,25,144154.484375
3148,510,520,120069.40625
3149,-20,510,119830.46875
3150,260,280,163793.65625
3151,-640,10,171714.078125
3152,-510,990,166823.65625
3153,-20,980,116393.4140625
3154,-1000,10,131010.09375
3155,-20,990,130214.6953125
3156,500,520,90949.515625
3157,270,280,103921.1015625
3158,-450,10,142351.671875
3159,20,1010,127442.6796875
3160,510,530,119261.6015625
3161,270,290,122834.5546875
3162,20,300,123028.78125
3163,-370,10,136259.078125
3164,-20,990,157254.984375
3165,-520,980,123814.84375
3166,500,510,121438.640625
3167,-20,500,131175.8125
3168,-20,490,154926.53125
3169,-520,480,151688.875
3170,-510,10,162428.546875
3171,-510,10,110057.859375
3172,760,770,128742.8359375
3173,-880,20,169955.21875
3174,500,510,152195.78125
3175,260,280,124878.265625
3176,-640,10,119152.625
3177,540,550,86799.859375
3178,20,560,147903.859375
3179,290,300,123914.625
3180,160,170,135978.203125
3181,90,110,99519.625
3182,470,470,107467.2109375
3183,510,510,103197.15625
3184,510,510,162303.796875
3185,-740,20,134411.546875
3186,150,880,134771.09375
3187,-450,10,116967.6796875
3188,-20,990,160267.3125
3189,500,520,100670.9921875
3190,-240,210,102258.140625
3191,-20,200,139392.4375
3192,-520,10,143525.34375
3193,510,520,92395.796875
3194,-210,130,131740.03125
3195,-70,20,82482.71875
3196,510,520,128468.84375
3197,-20,510,146221.046875
3198,260,280,166936.78125
3199,150,160,119937.90625
3200,90,100,115856.8046875
3201,20,1010,139164.640625
3202,630,650,138739.453125
3203,-510,0,143145.703125
3204,-20,990,138808.15625
3205,-20,980,154939.0
3206,20,990,116407.9453125
3207,-270,480,162721.828125
3208,150,360,123406.0390625
3209,-510,10,138024.390625
3210,20,1010,104799.1328125
3211,510,530,131056.75
3212,60,500,96427.234375
3213,-470,10,107384.0546875
3214,510,520,138462.28125
3215,-750,10,128321.5
3216,510,520,109973.578125
3217,-330,10,120541.390625
3218,-30,990,106290.8125
3219,-20,980,109779.390625
3220,500,510,144825.71875
3221,180,360,110728.578125
3222,-20,350,116918.4921875
3223,180,200,124533.421875
3224,110,120,118394.3203125
3225,-510,10,164062.609375
3226,-510,10,160524.609375
3227,-510,10,125701.28125
3228,20,1010,126433.46875
3229,750,770,156924.765625
3230,390,410,144431.28125
3231,510,510,151728.9375
3232,-20,500,123528.6171875
3233,260,270,120840.796875
3234,140,160,153777.078125
3235,-510,10,108890.359375
3236,-20,990,150779.96875
3237,-20,980,120124.71875
3238,-960,10,155804.625
3239,-1000,10,110774.6640625
3240,-20,990,146472.859375
3241,520,520,178134.125
3242,270,280,144459.71875
3243,-510,10,153370.1875
3244,-20,990,123423.9140625
3245,500,520,125762.3828125
3246,-510,10,189973.1875
3247,-490,990,140643.796875
3248,-70,960,131522.71875
3249,460,530,134212.59375
3250,20,540,168735.625
3251,280,290,149230.9375
3252,-630,20,116928.7890625
3253,510,520,153936.96875
3254,20,530,134130.671875
3255,-20,520,122272.796875
3256,270,280,148113.84375
3257,150,160,127232.9296875
3258,-500,10,160176.859375
3259,-510,10,162438.484375
3260,-20,990,132258.90625
3261,-20,980,142592.484375
3262,760,770,114951.890625
3263,-20,760,111815.6640625
3264,-520,10,140150.28125
3265,510,520,115936.5234375
3266,-510,10,127642.9140625
3267,510,520,179295.53125
3268,-20,510,132968.25
3269,-20,500,159155.40625
3270,-520,10,122695.171875
3271,510,520,147165.359375
3272,-510,10,131751.359375
3273,510,520,120645.3515625
3274,-20,510,149013.484375
3275,-390,500,181939.015625
3276,-350,490,167351.640625
3277,250,270,102971.921875
3278,20,280,117704.234375
3279,10,280,170665.03125
3280,-30,270,154487.375
3281,-200,0,127708.328125
3282,-510,10,127768.9453125
3283,-270,990,174187.09375
3284,-740,20,129038.90625
3285,510,520,121629.1328125
3286,-20,510,99351.7265625
3287,510,510,170199.4375
3288,-510,0,175893.4375
3289,510,520,112551.1171875
3290,-510,10,140256.34375
3291,510,520,136320.671875
3292,270,280,108777.3671875
3293,20,290,125264.5625
3294,-250,0,112301.7421875
3295,-20,990,122212.6640625
3296,140,880,112201.734375
3297,450,460,106205.453125
3298,20,470,115119.2578125
3299,500,500,121088.84375
3300,-510,10,105040.421875
3301,510,520,130854.125
3302,270,280,128097.328125
3303,-510,10,91833.21875
3304,-510,10,129270.1640625
3305,-270,990,173073.546875
3306,255,255,150672.4375
3307,-20,245,103450.71875
3308,130,145,150927.390625
3309,-140,15,138975.96875
3310,20,1010,148917.703125
3311,510,530,118248.203125
3312,270,290,130139.65625
3313,-510,280,121188.4765625
3314,20,290,157125.296875
3315,510,510,122706.0859375
3316,10,510,110850.9296875
3317,260,280,158330.828125
3318,-640,10,118716.265625
3319,510,520,137160.328125
3320,270,280,115836.390625
3321,-20,270,133778.59375
3322,-510,260,125720.21875
3323,-510,10,108220.15625
3324,-20,990,139401.5
3325,500,520,151050.0625
3326,-20,510,149884.28125
3327,-580,20,123200.84375
3328,960,970,110705.640625
3329,-20,960,143995.484375
3330,20,970,152152.578125
3331,490,510,126719.546875
3332,-20,500,121467.4765625
3333,-510,10,165191.171875
3334,510,520,154112.578125
3335,-20,510,103813.8203125
3336,-510,0,106076.265625
3337,-20,990,158877.25
3338,-20,980,171922.84375
3339,500,510,115668.25
3340,260,280,116252.59375
3341,-270,270,107780.4921875
3342,-630,20,154223.875
3343,-20,990,127627.8671875
3344,500,520,151079.546875
3345,-510,10,157388.421875
3346,510,520,156442.234375
3347,20,530,107349.03125
3348,270,290,107089.203125
3349,420,420,129698.5078125
3350,-230,10,100151.2578125
3351,510,520,119876.65625
3352,-290,10,133997.390625
3353,-510,990,132136.78125
3354,-20,980,155853.25
3355,-520,10,120905.5625
3356,-510,990,113675.4140625
3357,500,520,94096.9765625
3358,30,520,120453.0546875
3359,-20,510,145908.8125
3360,-50,440,138831.640625
3361,-490,10,199636.515625
3362,510,520,133590.765625
3363,270,280,122560.8828125
3364,-510,10,145536.234375
3365,510,520,103639.328125
3366,-510,510,146912.0625
3367,260,280,92473.4921875
3368,-20,270,122008.296875
3369,510,510,141583.34375
3370,-750,20,110571.7890625
3371,510,520,106664.3046875
3372,-20,510,140091.015625
3373,510,510,122595.734375
3374,-510,0,170628.8125
3375,-20,990,112332.0
3376,500,520,141167.15625
3377,270,280,111843.453125
3378,150,160,119503.25
3379,-170,10,120308.5859375
3380,1000,1010,151635.125
3381,-20,1000,123276.0
3382,510,520,154162.515625
3383,270,280,119273.7109375
3384,150,160,115475.328125
3385,-490,10,79141.515625
3386,20,1010,98560.625
3387,150,910,129111.7265625
3388,460,480,113082.375
3389,-370,10,161278.109375
3390,510,520,119097.0546875
3391,-510,510,146102.140625
3392,-510,500,149999.609375
3393,260,270,89917.890625
3394,20,280,137060.578125
3395,-500,10,126081.34375
3396,510,520,117745.09375
3397,270,280,125476.2734375
3398,-510,270,125901.140625
3399,140,160,129719.0703125
3400,-510,10,135332.875
3401,510,520,102397.9140625
3402,270,280,149358.6875
3403,-580,10,139401.375
3404,-1000,10,143243.5625
3405,510,520,114009.1796875
3406,-20,510,127279.84375
3407,510,510,106048.984375
3408,-750,20,129819.1875
3409,-20,990,134220.515625
3410,-20,980,127883.1328125
3411,-20,970,155242.09375
3412,490,510,134844.65625
3413,-520,0,138422.609375
3414,270,760,151435.015625
3415,-470,10,118307.8671875
3416,20,1010,116034.0234375
3417,510,530,128601.8125
3418,340,360,153027.0625
3419,-680,10,118079.15625
3420,-510,990,138135.171875
3421,-110,980,110310.2734375
3422,-230,550,152715.578125
3423,-580,20,126113.4453125
3424,-1000,10,146969.5
3425,-20,990,134395.59375
3426,-20,980,129947.4375
3427,-520,10,126475.4375
3428,1000,1010,131291.15625
3429,-510,1000,160946.671875
3430,510,520,147933.515625
3431,270,280,125706.3125
3432,150,160,124251.96875
3433,-500,10,168787.34375
3434,1000,1010,165706.46875
3435,510,530,143655.484375
3436,-660,20,113536.28125
3437,-510,990,107513.9140625
3438,-20,980,124594.6328125
3439,-720,10,132109.6875
3440,510,520,146147.78125
3441,-510,10,132978.90625
3442,-510,10,97626.4609375
3443,510,520,161693.953125
3444,510,520,109070.640625
3445,270,280,141384.25
3446,-510,10,135499.390625
3447,-870,10,136649.3125
3448,-450,990,106590.3359375
3449,500,520,162323.03125
3450,-360,10,149093.359375
3451,510,520,105268.6015625
3452,-20,510,128188.546875
3453,-570,20,131449.375
3454,510,520,83902.203125
3455,-510,510,201608.40625
3456,260,280,129925.9140625
3457,-510,10,128029.5625
3458,1000,1010,109245.9375
3459,-510,20,156195.921875
3460,-560,10,110636.484375
3461,-60,910,128425.1875
3462,280,660,131104.625
3463,-790,10,186847.046875
3464,510,520,136995.4375
3465,-20,510,129102.0
3466,-750,20,150823.59375
3467,-790,10,114027.703125
3468,900,910,161424.828125
3469,-20,900,103876.578125
3470,-210,510,149392.4375
3471,430,430,151439.625
3472,220,240,144319.28125
3473,-170,230,93222.8984375
3474,-20,220,130820.6484375
3475,-360,10,131470.625
3476,-510,990,127444.546875
3477,-990,20,98972.859375
3478,-20,990,121409.90625
3479,-520,980,141756.65625
3480,-990,10,128290.2421875
3481,510,520,178852.125
3482,270,280,110423.46875
3483,-470,10,140108.53125
3484,510,520,82304.5
3485,-20,510,128611.0546875
3486,510,510,167349.1875
3487,260,280,132668.5
3488,-40,230,107794.140625
3489,-20,220,162825.90625
3490,-20,210,110047.0625
3491,110,130,179959.203125
3492,510,510,103060.140625
3493,-510,500,104217.2265625
3494,-20,490,105557.953125
3495,20,500,111900.53125
3496,260,270,153726.65625
3497,90,90,132818.03125
3498,-510,10,108201.0078125
3499,-270,990,123529.4921875
3500,-600,20,122467.6875
3501,-510,10,135407.78125
3502,-20,990,126381.515625
3503,-750,20,105728.078125
3504,80,950,149878.671875
3505,-20,940,103160.2578125
3506,480,490,99678.9921875
3507,320,320,112827.7890625
3508,-510,10,178568.875
3509,-510,10,132725.15625
3510,510,520,140430.03125
3511,-290,10,128158.0
3512,-20,990,140988.03125
3513,500,520,134421.765625
3514,205,215,106114.5390625
3515,110,135,111414.1015625
3516,-20,125,110843.109375
3517,10,125,134196.625
3518,-115,115,112459.3125
3519,60,85,133028.234375
3520,510,520,113953.015625
3521,-440,10,134311.625
3522,510,520,126535.5703125
3523,-300,10,124841.3984375
3524,210,820,136573.96875
3525,-510,10,119489.7109375
3526,-20,990,112397.0703125
3527,370,650,115200.640625
3528,-160,640,131135.078125
3529,-20,630,106822.0625
3530,-200,260,123432.703125
3531,-20,250,117078.5234375
3532,440,440,122729.8046875
3533,230,240,134550.859375
3534,-420,10,116735.796875
3535,-510,10,103560.2265625
3536,-20,990,117810.515625
3537,500,520,147338.875
3538,-270,10,136368.265625
3539,510,520,113063.3984375
3540,-20,510,115298.65625
3541,-140,260,130798.578125
3542,-200,10,140954.0625
3543,510,520,117219.5625
3544,-20,510,127068.265625
3545,260,280,152258.375
3546,-440,10,124749.125
3547,510,520,104963.8203125
3548,-20,510,185834.921875
3549,-20,500,155565.734375
3550,-750,10,162118.59375
3551,510,520,152187.984375
3552,-20,510,113904.5859375
3553,-20,500,118316.1875
3554,-20,490,127902.1875
3555,-20,480,136018.171875
3556,250,260,151646.515625
3557,-520,10,124211.5390625
3558,-510,10,159556.09375
3559,270,760,104123.703125
3560,390,400,116022.2265625
3561,-20,390,137747.421875
3562,480,480,165517.796875
3563,-20,470,202097.90625
3564,520,520,124072.09375
3565,-20,510,128942.09375
3566,10,510,133613.6875
3567,520,520,115803.5078125
3568,20,530,115091.2421875
3569,510,510,146807.71875
3570,-20,500,100388.1796875
3571,-520,490,121333.90625
3572,510,510,125754.2890625
3573,260,280,137131.875
3574,-510,10,139357.875
3575,-20,990,99784.25
3576,500,520,131004.0859375
3577,-510,10,139484.578125
3578,510,520,122203.25
3579,-510,10,91278.375
3580,-20,990,131165.71875
3581,10,990,117377.40625
3582,-500,20,122092.140625
3583,-280,470,168860.90625
3584,-240,20,133041.65625
3585,510,520,113056.734375
3586,130,420,187980.046875
3587,-20,410,126867.484375
3588,210,230,102507.0546875
3589,-20,220,96217.234375
3590,-520,10,147518.40625
3591,510,520,114539.4921875
3592,-510,10,126325.1875
3593,510,520,111864.9921875
3594,-20,510,160200.484375
3595,-20,500,113024.78125
3596,-20,490,153533.328125
3597,520,520,103562.9453125
3598,-510,510,125349.1875
3599,260,280,109272.765625
3600,-510,10,113922.765625
3601,510,520,128686.703125
3602,-510,10,124584.734375
3603,265,275,130758.875
3604,150,155,136363.65625
3605,-510,5,132722.890625
3606,-510,990,137032.28125
3607,20,1000,105638.0859375
3608,-1000,10,144150.375
3609,900,910,190395.25
3610,510,510,178881.6875
3611,-750,20,104243.6328125
3612,20,1010,126457.0546875
3613,-1000,20,136063.5
3614,510,520,138775.546875
3615,-320,10,153403.5625
3616,-510,10,142611.109375
3617,510,520,82340.2890625
3618,510,520,149612.59375
3619,270,280,167583.890625
3620,-40,230,111168.0703125
3621,-600,20,132576.25
3622,520,530,159160.21875
3623,270,290,127312.296875
3624,75,95,154167.015625
3625,510,520,121949.359375
3626,-20,510,118303.390625
3627,260,280,154648.671875
3628,-510,10,121819.296875
3629,-620,10,116190.296875
3630,-20,990,151900.34375
3631,-20,980,144736.921875
3632,-810,10,148178.859375
3633,510,520,106076.6484375
3634,20,530,115155.0078125
3635,-40,480,124098.0
3636,-500,10,107868.2421875
3637,20,1010,140113.171875
3638,-20,1000,132494.8125
3639,-490,70,175917.515625
3640,280,750,126050.109375
3641,-380,20,126156.5390625
3642,-340,350,138686.71875
3643,-180,20,108298.5
3644,100,930,123481.3984375
3645,470,490,97120.6328125
3646,-510,0,131953.203125
3647,760,770,136639.953125
3648,-450,20,108915.8203125
3649,20,1010,107203.390625
3650,-20,1000,107597.34375
3651,510,520,104820.0546875
3652,-230,510,122965.5390625
3653,-540,20,149224.25
3654,-510,10,106294.1171875
3655,510,520,130069.5625
3656,260,290,177938.875
3657,150,170,114823.2421875
3658,510,510,164377.609375
3659,260,280,99396.28125
3660,-580,10,156064.546875
3661,510,520,135808.40625
3662,-480,10,123740.59375
3663,20,1010,112942.34375
3664,-90,860,128716.1015625
3665,-510,10,120825.34375
3666,-510,990,116674.9296875
3667,510,510,99049.65625
3668,260,280,107511.3046875
3669,-510,10,118061.296875
3670,510,520,113147.3203125
3671,270,280,158998.578125
3672,20,290,146594.640625
3673,20,300,118086.21875
3674,160,170,170051.59375
3675,90,110,127161.265625
3676,490,490,144857.53125
3677,-510,0,91102.7109375
3678,-20,990,120157.359375
3679,-640,20,132985.0
3680,330,720,114434.4140625
3681,-20,710,176048.5625
3682,-20,700,164309.515625
3683,360,370,92177.34375
3684,-20,360,126769.53125
3685,-200,10,124977.25
3686,510,520,82829.875
3687,-690,10,128428.390625
3688,-510,990,170910.34375
3689,500,520,108088.78125
3690,-750,10,159260.390625
3691,20,1010,153351.09375
3692,510,530,151125.0625
3693,-20,520,129289.0234375
3694,-20,510,112967.4609375
3695,260,280,136415.015625
3696,-20,270,116027.375
3697,-20,260,115359.65625
3698,-20,250,93146.5703125
3699,-20,240,130415.34375
3700,-20,230,152352.78125
3701,120,140,110467.5546875
3702,80,90,118375.3984375
3703,-420,990,138185.390625
3704,-510,980,97227.7109375
3705,-510,10,147954.578125
3706,980,990,86312.2890625
3707,500,520,132828.265625
3708,-510,10,121013.0
3709,1000,1010,109504.75
3710,550,570,120177.0234375
3711,290,310,99550.609375
3712,510,510,128981.390625
3713,-510,0,102530.484375
3714,510,520,94218.4140625
3715,260,290,116287.875
3716,150,170,133961.03125
3717,-510,160,91840.15625
3718,-20,150,150743.546875
3719,-520,140,102056.2578125
3720,-570,10,123108.7109375
3721,-20,990,122882.6015625
3722,-1000,20,131702.578125
3723,-1000,10,122881.828125
3724,510,520,128659.78125
3725,-510,10,135148.28125
3726,510,520,118550.390625
3727,-760,10,102207.0625
3728,510,520,169163.25
3729,-510,510,127149.140625
3730,510,510,156435.28125
3731,260,280,127027.328125
3732,-20,270,113661.5
3733,-510,0,192243.515625
3734,270,760,135226.59375
3735,-400,10,121254.1953125
3736,510,520,172072.21875
3737,-20,510,151235.625
3738,-130,500,139771.53125
3739,260,270,167915.625
3740,-20,260,133886.5
3741,140,150,118438.6796875
3742,-20,140,176171.484375
3743,80,90,131834.28125
3744,510,520,154524.71875
3745,270,280,116435.9921875
3746,150,160,98677.8125
3747,-330,10,185490.84375
3748,510,520,133613.328125
3749,-510,10,100196.1875
3750,-1000,10,128732.171875
3751,510,520,104170.1171875
3752,270,280,130667.1484375
3753,-200,10,119490.046875
3754,510,520,150040.890625
3755,-510,10,109385.0703125
3756,-170,990,126046.90625
3757,500,520,88175.84375
3758,-560,10,111068.0078125
3759,-20,990,125464.703125
3760,520,520,109459.71875
3761,270,280,120476.578125
3762,-80,150,149922.421875
3763,-20,140,112379.75
3764,-80,10,135087.71875
3765,510,520,131694.609375
3766,-30,490,128855.53125
3767,460,460,114911.953125
3768,-510,10,122093.484375
3769,-20,990,149168.84375
3770,500,520,107143.5234375
3771,-20,510,169209.625
3772,-20,500,143932.859375
3773,-520,10,114942.859375
3774,255,265,101606.546875
3775,140,155,103591.5703125
3776,-135,5,137589.125
3777,510,520,111286.4921875
3778,-510,10,106842.40625
3779,-510,990,121784.578125
3780,-510,20,204424.3125
3781,510,520,158960.953125
3782,270,280,132291.703125
3783,-480,10,145359.796875
3784,-20,990,140732.703125
3785,-1000,20,109230.5
3786,-510,10,126496.765625
3787,-20,990,116401.296875
3788,270,750,135259.625
3789,-130,520,120758.4765625
3790,-20,510,105972.53125
3791,10,510,127974.0625
3792,-470,500,118966.1484375
3793,20,510,150616.09375
3794,510,510,175417.078125
3795,-510,500,110155.96875
3796,-750,10,115590.3359375
3797,290,760,119034.109375
3798,390,400,112382.828125
3799,-220,10,181883.828125
3800,1000,1010,113520.8984375
3801,510,530,100858.65625
3802,-20,520,156365.203125
3803,20,530,129075.796875
3804,-510,0,109483.359375
3805,-270,490,112028.4765625
3806,150,370,142338.5
3807,-680,20,124756.9453125
3808,20,1010,136136.0
3809,510,530,123421.609375
3810,-220,140,138946.75
3811,80,90,124270.9375
3812,510,520,111239.15625
3813,-20,510,125766.78125
3814,-520,500,161384.609375
3815,-20,490,146017.96875
3816,-260,20,124985.109375
3817,-20,990,119798.8203125
3818,500,520,109205.2578125
3819,-270,10,112076.5234375
3820,-510,10,124468.5390625
3821,270,760,179186.03125
3822,390,400,109124.421875
3823,-150,390,148145.609375
3824,-330,0,142218.0
3825,-180,670,113977.671875
3826,100,600,107047.5625
3827,310,320,155449.5625
3828,-470,10,82645.2578125
3829,1000,1010,142192.578125
3830,1000,1020,114155.484375
